,data,hora,quantidade
305,2019-1-13,17,497.1186378186444
306,2019-1-13,18,498.07224780156486
307,2019-1-13,19,500.29620034652766
308,2019-1-13,20,502.6267600461533
309,2019-1-13,21,505.12951863518975
310,2019-1-13,22,507.4241445792335
311,2019-1-13,23,509.7218255713817
312,2019-1-14,0,512.350821386639
313,2019-1-14,1,514.0558485547272
314,2019-1-14,2,514.593163357642
315,2019-1-14,3,517.331451528613
316,2019-1-14,4,520.2219768262738
317,2019-1-14,5,522.9375062405704
318,2019-1-14,6,525.1750130794834
319,2019-1-14,7,525.2604878912232
320,2019-1-14,8,525.5521488944338
321,2019-1-14,9,527.282808492434
322,2019-1-14,10,529.305638600242
323,2019-1-14,11,530.2519228318079
324,2019-1-14,12,531.876718365607
325,2019-1-14,13,532.4820293751052
326,2019-1-14,14,534.6042841277394
327,2019-1-14,15,534.7176252570421
328,2019-1-14,16,537.3694847515628
329,2019-1-14,17,540.4942682589943
330,2019-1-14,18,543.3761532140985
331,2019-1-14,19,545.2275587834525
332,2019-1-14,20,545.5770870414251
333,2019-1-14,21,548.3316521691252
334,2019-1-14,22,551.4303611088181
335,2019-1-14,23,554.6255049709619
336,2019-1-15,0,555.4348650669116
337,2019-1-15,1,558.0153416126453
338,2019-1-15,2,560.0232896880015
339,2019-1-15,3,562.0777354546918
340,2019-1-15,4,564.6804906260973
341,2019-1-15,5,567.3186980127691
342,2019-1-15,6,568.9059903141698
343,2019-1-15,7,570.326135649558
344,2019-1-15,8,570.8816071043032
345,2019-1-15,9,573.1777214542424
346,2019-1-15,10,576.1695115943949
347,2019-1-15,11,576.52328338635
348,2019-1-15,12,578.6324331773756
349,2019-1-15,13,581.7470318132265
350,2019-1-15,14,584.6791013824649
351,2019-1-15,15,585.309027077765
352,2019-1-15,16,588.0097973256088
353,2019-1-15,17,591.1044377367228
354,2019-1-15,18,593.688671976583
355,2019-1-15,19,594.1521311044295
356,2019-1-15,20,595.8886279967505
357,2019-1-15,21,596.2049004978368
358,2019-1-15,22,597.8298267046821
359,2019-1-15,23,600.1844553245612
360,2019-1-16,0,601.7211048979635
361,2019-1-16,1,601.9581500378997
362,2019-1-16,2,602.9087243366919
363,2019-1-16,3,604.4347288602029
364,2019-1-16,4,605.903220740656
365,2019-1-16,5,606.6649452955737
366,2019-1-16,6,609.8214721839098
367,2019-1-16,7,610.4354520751184
368,2019-1-16,8,612.6894343460467
369,2019-1-16,9,613.1597934985042
370,2019-1-16,10,613.4274416018548
371,2019-1-16,11,614.9858011300488
372,2019-1-16,12,616.6290748674675
373,2019-1-16,13,617.6950210832607
374,2019-1-16,14,619.0730130307162
375,2019-1-16,15,619.4445552697939
376,2019-1-16,16,619.7881517574118
377,2019-1-16,17,622.1886852321824
378,2019-1-16,18,625.1959840495828
379,2019-1-16,19,626.8323640919433
380,2019-1-16,20,629.6080802228101
381,2019-1-16,21,629.8216649582012
382,2019-1-16,22,630.0164529223505
383,2019-1-16,23,632.1885415109492
384,2019-1-17,0,632.2041726066208
385,2019-1-17,1,634.6335155284266
386,2019-1-17,2,636.5037450223025
387,2019-1-17,3,639.0109207800716
388,2019-1-17,4,639.4360074050572
389,2019-1-17,5,641.7850621500555
390,2019-1-17,6,643.8150198653938
391,2019-1-17,7,645.8210059686613
392,2019-1-17,8,646.9800053034543
393,2019-1-17,9,647.5235509723784
394,2019-1-17,10,648.4903356357077
395,2019-1-17,11,649.583410170927
396,2019-1-17,12,652.7509971064477
397,2019-1-17,13,654.5835522436993
398,2019-1-17,14,656.0953001051774
399,2019-1-17,15,656.1871461792276
400,2019-1-17,16,658.9638280107243
401,2019-1-17,17,659.754126718775
402,2019-1-17,18,661.3043622214234
403,2019-1-17,19,661.4251835719638
404,2019-1-17,20,661.4535489682196
405,2019-1-17,21,663.4298732800424
406,2019-1-17,22,665.6271982430786
407,2019-1-17,23,665.846385772518
408,2019-1-18,0,666.6508339433352
409,2019-1-18,1,668.4891337627088
410,2019-1-18,2,668.8176638390454
411,2019-1-18,3,669.2334396157075
412,2019-1-18,4,672.0755999764496
413,2019-1-18,5,673.7606107982608
414,2019-1-18,6,675.623997925064
415,2019-1-18,7,677.0031488718226
416,2019-1-18,8,679.558531199332
417,2019-1-18,9,681.5932351311518
418,2019-1-18,10,684.4985697714067
419,2019-1-18,11,687.6733347979208
420,2019-1-18,12,688.5384693080235
421,2019-1-18,13,688.8799629028434
422,2019-1-18,14,691.6420233545897
423,2019-1-18,15,692.7664512566658
424,2019-1-18,16,693.9897135794853
425,2019-1-18,17,695.0621403654602
426,2019-1-18,18,695.1567816952873
427,2019-1-18,19,696.2029483849386
428,2019-1-18,20,698.5949048724686
429,2019-1-18,21,698.6692014541178
430,2019-1-18,22,701.7235725811021
431,2019-1-18,23,702.044877755395
432,2019-1-19,0,705.1316792317303
433,2019-1-19,1,707.2076811851972
434,2019-1-19,2,708.9729148487802
435,2019-1-19,3,710.0030140028202
436,2019-1-19,4,712.5706762985477
437,2019-1-19,5,713.71687363491
438,2019-1-19,6,716.0868186596034
439,2019-1-19,7,717.8260704461336
440,2019-1-19,8,719.4737819949879
441,2019-1-19,9,720.0972620958653
442,2019-1-19,10,720.6775782216163
443,2019-1-19,11,720.8201087753611
444,2019-1-19,12,723.810530812903
445,2019-1-19,13,725.8047973691895
446,2019-1-19,14,728.5693648701979
447,2019-1-19,15,731.6681098878878
448,2019-1-19,16,733.2721540234099
449,2019-1-19,17,733.9378184709675
450,2019-1-19,18,735.4922346870932
451,2019-1-19,19,736.7218181855167
452,2019-1-19,20,739.8064209408379
453,2019-1-19,21,741.8735379726872
454,2019-1-19,22,743.1683649806807
455,2019-1-19,23,743.8792011672643
456,2019-1-20,0,745.7334623027609
457,2019-1-20,1,748.9086190073416
458,2019-1-20,2,751.3067963427875
459,2019-1-20,3,753.140515310298
460,2019-1-20,4,756.1392009009315
461,2019-1-20,5,758.3928205875785
462,2019-1-20,6,759.1962671242266
463,2019-1-20,7,760.3416910654687
464,2019-1-20,8,763.2224728961725
465,2019-1-20,9,766.1729878722683
466,2019-1-20,10,766.8909679202017
467,2019-1-20,11,768.8900385494941
468,2019-1-20,12,771.3833121965935
469,2019-1-20,13,773.6166929255538
470,2019-1-20,14,774.966991950457
471,2019-1-20,15,777.4996194818366
472,2019-1-20,16,780.4929944462787
473,2019-1-20,17,780.9772343155438
474,2019-1-20,18,781.1956843839548
475,2019-1-20,19,783.9732616405954
476,2019-1-20,20,785.2224658182598
477,2019-1-20,21,785.7119166695771
478,2019-1-20,22,786.8327450470072
479,2019-1-20,23,786.8939503356335
480,2019-1-21,0,787.8357361559016
481,2019-1-21,1,790.7288289943663
482,2019-1-21,2,793.5932156005881
483,2019-1-21,3,796.3038232603822
484,2019-1-21,4,799.1328159396012
485,2019-1-21,5,802.2023212119759
486,2019-1-21,6,803.9057454751098
487,2019-1-21,7,806.6109062167628
488,2019-1-21,8,809.4128841199835
489,2019-1-21,9,810.9975740856056
490,2019-1-21,10,812.230187999322
491,2019-1-21,11,814.2089560273703
492,2019-1-21,12,814.8182244095943
493,2019-1-21,13,815.9847684004682
494,2019-1-21,14,816.1284469100744
495,2019-1-21,15,818.0059470072499
496,2019-1-21,16,820.3904094610848
497,2019-1-21,17,821.8817352693512
498,2019-1-21,18,822.9348170573356
499,2019-1-21,19,823.4837332306138
500,2019-1-21,20,825.3986753967711
501,2019-1-21,21,825.8945984996716
502,2019-1-21,22,826.2799494738967
503,2019-1-21,23,828.4876833056445
504,2019-1-22,0,829.0123139379307
505,2019-1-22,1,829.6360297687619
506,2019-1-22,2,831.410055233062
507,2019-1-22,3,831.470916050728
508,2019-1-22,4,834.0750691967083
509,2019-1-22,5,834.4402973480185
510,2019-1-22,6,836.6737087078437
511,2019-1-22,7,838.1307085521291
512,2019-1-22,8,839.1039772573617
513,2019-1-22,9,841.4727407265812
514,2019-1-22,10,844.4746780865858
515,2019-1-22,11,846.8513235085301
516,2019-1-22,12,848.2882986526075
517,2019-1-22,13,851.4500462825549
518,2019-1-22,14,853.1586719891569
519,2019-1-22,15,855.8769679500658
520,2019-1-22,16,857.242842754327
521,2019-1-22,17,858.6282665771747
522,2019-1-22,18,861.178959142932
523,2019-1-22,19,862.151881161534
524,2019-1-22,20,862.7143902835619
525,2019-1-22,21,865.5983853020377
526,2019-1-22,22,866.6520279881152
527,2019-1-22,23,869.6597267798103
528,2019-1-23,0,871.701806839238
529,2019-1-23,1,872.0632384133717
530,2019-1-23,2,872.6152620028381
531,2019-1-23,3,873.667970870031
532,2019-1-23,4,875.6114771689132
533,2019-1-23,5,876.548331265947
534,2019-1-23,6,878.5887575308313
535,2019-1-23,7,880.5845599250581
536,2019-1-23,8,882.2463694006506
537,2019-1-23,9,885.2394405499213
538,2019-1-23,10,887.6570844309323
539,2019-1-23,11,888.9732378542941
540,2019-1-23,12,890.9802061782972
541,2019-1-23,13,892.2854415429146
542,2019-1-23,14,894.4296519816527
543,2019-1-23,15,896.3255706908808
544,2019-1-23,16,898.6479910870157
545,2019-1-23,17,901.6269575678389
546,2019-1-23,18,903.6230659315253
547,2019-1-23,19,906.7160817444404
548,2019-1-23,20,909.3411195502904
549,2019-1-23,21,909.7075709985821
550,2019-1-23,22,910.6570657907852
551,2019-1-23,23,912.4513226267048
552,2019-1-24,0,915.3041624237743
553,2019-1-24,1,916.0872959163804
554,2019-1-24,2,918.2586663734678
555,2019-1-24,3,920.2625318652664
556,2019-1-24,4,922.3632467160402
557,2019-1-24,5,923.6793402126702
558,2019-1-24,6,924.6450272943742
559,2019-1-24,7,927.5530102323956
560,2019-1-24,8,929.8499163544597
561,2019-1-24,9,929.9114761432743
562,2019-1-24,10,931.5973653407889
563,2019-1-24,11,934.1537847897187
564,2019-1-24,12,935.929582349021
565,2019-1-24,13,938.6130539909815
566,2019-1-24,14,940.3651824067962
567,2019-1-24,15,941.3091783338921
568,2019-1-24,16,942.8123770844505
569,2019-1-24,17,945.8187148776017
570,2019-1-24,18,946.3240266624371
571,2019-1-24,19,946.5765590959054
572,2019-1-24,20,948.6248057631083
573,2019-1-24,21,951.0547203639836
574,2019-1-24,22,951.7564812854827
575,2019-1-24,23,953.0818987377735
576,2019-1-25,0,956.1527969974754
577,2019-1-25,1,956.1992333533307
578,2019-1-25,2,958.9419637116769
579,2019-1-25,3,960.3704566052315
580,2019-1-25,4,960.52419255388
581,2019-1-25,5,963.543590495952
582,2019-1-25,6,966.1729699401491
583,2019-1-25,7,967.783160403381
584,2019-1-25,8,968.3804326467563
585,2019-1-25,9,970.3933038495096
586,2019-1-25,10,972.4142168581831
587,2019-1-25,11,973.4404483998952
588,2019-1-25,12,973.8601544934734
589,2019-1-25,13,975.1189162084303
590,2019-1-25,14,976.8585579842203
591,2019-1-25,15,979.5524636919107
592,2019-1-25,16,981.1378352139939
593,2019-1-25,17,982.4734844985759
594,2019-1-25,18,983.7192018156651
595,2019-1-25,19,984.6785638869796
596,2019-1-25,20,986.5733844899468
597,2019-1-25,21,986.7178630075601
598,2019-1-25,22,987.7099366198697
599,2019-1-25,23,988.6323152231176
600,2019-1-26,0,991.0304189226018
601,2019-1-26,1,992.3586332618986
602,2019-1-26,2,994.3151423477267
603,2019-1-26,3,994.3289024459278
604,2019-1-26,4,994.9792145887494
605,2019-1-26,5,994.9925809909605
606,2019-1-26,6,997.4366796052294
607,2019-1-26,7,999.1376109117509
608,2019-1-26,8,999.6658788905777
609,2019-1-26,9,999.8543120867946
610,2019-1-26,10,1002.0177669756431
611,2019-1-26,11,1002.0341607940776
612,2019-1-26,12,1003.2800567378322
613,2019-1-26,13,1003.7774343917216
614,2019-1-26,14,1004.4504056602498
615,2019-1-26,15,1005.9244581503068
616,2019-1-26,16,1006.4002988313201
617,2019-1-26,17,1008.6740012694264
618,2019-1-26,18,1009.2819024124911
619,2019-1-26,19,1009.4119686147444
620,2019-1-26,20,1010.3606764115783
621,2019-1-26,21,1011.4710755249492
622,2019-1-26,22,1013.6464667184011
623,2019-1-26,23,1014.2945615862832
624,2019-1-27,0,1017.1647850152204
625,2019-1-27,1,1019.5139652259774
626,2019-1-27,2,1022.2768120590383
627,2019-1-27,3,1023.7903495848407
628,2019-1-27,4,1024.647176473127
629,2019-1-27,5,1027.7403792597293
630,2019-1-27,6,1030.1249078640233
631,2019-1-27,7,1031.098724111776
632,2019-1-27,8,1031.1428250424067
633,2019-1-27,9,1033.1149144256688
634,2019-1-27,10,1036.2459601156368
635,2019-1-27,11,1037.9097417295045
636,2019-1-27,12,1039.8786803470277
637,2019-1-27,13,1041.5875569178756
638,2019-1-27,14,1042.5268645979522
639,2019-1-27,15,1045.2000162448417
640,2019-1-27,16,1046.975919684893
641,2019-1-27,17,1049.2929368899088
642,2019-1-27,18,1050.8893010376382
643,2019-1-27,19,1051.9573330000042
644,2019-1-27,20,1053.7493476961795
645,2019-1-27,21,1053.9351631405884
646,2019-1-27,22,1054.8733010707856
647,2019-1-27,23,1055.6169390393297
648,2019-1-28,0,1055.755649115376
649,2019-1-28,1,1056.8684137977546
650,2019-1-28,2,1059.2271368345528
651,2019-1-28,3,1059.799169741808
652,2019-1-28,4,1062.5221711659847
653,2019-1-28,5,1064.5584079845992
654,2019-1-28,6,1066.089058991539
655,2019-1-28,7,1067.5208006034006
656,2019-1-28,8,1067.7552251859236
657,2019-1-28,9,1067.776680350765
658,2019-1-28,10,1068.2534787427571
659,2019-1-28,11,1070.028626513678
660,2019-1-28,12,1072.998702179345
661,2019-1-28,13,1074.4513231036744
662,2019-1-28,14,1076.6634414614996
663,2019-1-28,15,1079.7050227479665
664,2019-1-28,16,1080.8281004322482
665,2019-1-28,17,1082.4429565975329
666,2019-1-28,18,1083.17896266373
667,2019-1-28,19,1084.4293573927223
668,2019-1-28,20,1087.6051996487522
669,2019-1-28,21,1090.492806329256
670,2019-1-28,22,1091.6215917137304
671,2019-1-28,23,1093.2425684094464
672,2019-1-29,0,1094.1102776992743
673,2019-1-29,1,1094.5934240562854
674,2019-1-29,2,1095.932387362198
675,2019-1-29,3,1097.795505531039
676,2019-1-29,4,1099.2835511595129
677,2019-1-29,5,1099.7406365089805
678,2019-1-29,6,1102.3877836885233
679,2019-1-29,7,1102.8698646780472
680,2019-1-29,8,1104.866614502783
681,2019-1-29,9,1107.7410045698318
682,2019-1-29,10,1109.9730715501444
683,2019-1-29,11,1110.456690268664
684,2019-1-29,12,1112.7789226102377
685,2019-1-29,13,1113.1122570148777
686,2019-1-29,14,1115.6840676537029
687,2019-1-29,15,1117.4629455725035
688,2019-1-29,16,1119.1607367798579
689,2019-1-29,17,1122.0253154919915
690,2019-1-29,18,1124.0348068353205
691,2019-1-29,19,1125.5672132590582
692,2019-1-29,20,1128.5843034694478
693,2019-1-29,21,1130.0796076040617
694,2019-1-29,22,1131.8811692390502
695,2019-1-29,23,1134.9377967816795
696,2019-1-30,0,1136.3916872983773
697,2019-1-30,1,1138.324167885408
698,2019-1-30,2,1138.8575206146295
699,2019-1-30,3,1141.6760595830467
700,2019-1-30,4,1143.6373676036449
701,2019-1-30,5,1143.676337422225
702,2019-1-30,6,1144.5857867103537
703,2019-1-30,7,1145.982506681323
704,2019-1-30,8,1147.9703588123436
705,2019-1-30,9,1149.8686317239144
706,2019-1-30,10,1150.585914989548
707,2019-1-30,11,1151.072689347892
708,2019-1-30,12,1154.1426849114166
709,2019-1-30,13,1155.782856229169
710,2019-1-30,14,1158.7813448853883
711,2019-1-30,15,1159.621584438688
712,2019-1-30,16,1162.0582970773228
713,2019-1-30,17,1165.1996057274498
714,2019-1-30,18,1166.99373232114
715,2019-1-30,19,1167.6456569978388
716,2019-1-30,20,1169.1002644384569
717,2019-1-30,21,1171.8928657122965
718,2019-1-30,22,1172.8969376428615
719,2019-1-30,23,1175.7866211440885
720,2019-1-31,0,1175.8110078861828
721,2019-1-31,1,1178.2027673462992
722,2019-1-31,2,1179.2908226867412
723,2019-1-31,3,1181.2984845015355
724,2019-1-31,4,1184.4919815481037
725,2019-1-31,5,1184.902411946752
726,2019-1-31,6,1187.926885579659
727,2019-1-31,7,1191.026851992003
728,2019-1-31,8,1192.0533812135404
729,2019-1-31,9,1194.3447488516824
730,2019-1-31,10,1195.640280803282
731,2019-1-31,11,1197.5051675539855
732,2019-1-31,12,1198.3691453708718
